Brand,City,Country,Sum of Latitude,Sum of Longitude,Postcode,State/Province,Store Name,Store Number
Starbucks,Moreno Valley,US,33.94,-117.26,925535265,CA,"Frederick & Hwy 60, Moreno Valley",9346-96040
Starbucks,Moreno Valley,US,33.94,-117.28,925537537,CA,"Day & The 60 Fwy, Moreno Valley",8944-94756
Starbucks,Moreno Valley,US,33.94,-117.18,925554411,CA,Moreno Beach & Hwy 60,9899-97042
Starbucks,Moreno Valley,US,33.94,-117.19,925554522,CA,Super Target Moreno Valley East ST-,76767-107985
Starbucks,Moreno Valley,US,33.94,-117.23,925577421,CA,"Hemlock & Perris, Moreno Valley",10344-101112
Starbucks,Morgan Hill,US,37.14,-121.66,950373052,CA,Cochrane & Monterey,8977-94123
Starbucks,Morgan Hill,US,37.13,-121.64,950374436,CA,Dunne & Walnut Grove,5932-36159
Starbucks,Morgan Hill,US,37.13,-121.64,950374609,CA,Safeway-Morgan Hill #1455,74168-24430
Starbucks,Morgan Hill,US,37.12,-121.63,950375463,CA,Safeway-Morgan Hill #1891,74476-83324
Starbucks,Morgan Hill,US,37.11,-121.64,950375673,CA,Vineyard Blvd & Monterey,5276-741
Starbucks,Morgan Hill,US,37.16,-121.65,950379076,CA,Cochrane & Hwy 101,11745-72996
Starbucks,Morgan Hill,US,37.16,-121.65,950379305,CA,Target Morgan Hill T-2252,76789-107986
Starbucks,Morganton,US,35.74,-81.71,286554226,NC,Ingles-Morganton #120,4185-147768
Starbucks,Morgantown,US,39.66,-80,26501,WV,"Chaplin Hill Rd, Morgantown",25777-242406
Starbucks,Morgantown,US,39.65,-80,265012267,WV,Target Morgantown T-1949,76326-90999
Starbucks,Morgantown,US,39.66,-79.96,265053462,WV,"Van Voorhis, Morgantown",9787-96916
Starbucks,Morgantown,US,39.65,-79.96,26506,WV,Ruby Memorial Hospital,27336-242604
Starbucks,Morganville,US,40.35,-74.31,7751,NJ,"Rte 9, Marlboro",7843-81104
Starbucks,Mori,JP,38.16,140.9,981-1294,4,AEON MALL Natori,31561-111247
Starbucks,Moriguchi,JP,34.75,135.58,570-0016,27,AEON MALL Dainichi,31284-107111
Starbucks,Morioka,JP,39.7,141.15,020-0024,3,Morioka Saien,30381-78922
Starbucks,Morioka,JP,39.7,141.14,020-0034,3,Morioka Fesan,27389-247467
Starbucks,Morioka,JP,39.71,141.1,020-0148,3,AEON MALL Morioka,30494-93079
Starbucks,Morioka,JP,39.67,141.13,020-0857,3,Morioka Nishi Bypass,20218-204228
Starbucks,Morioka,JP,39.68,141.13,020-0866,3,AEON MALL Morioka-minami,31278-107029
Starbucks,Moriya,JP,35.94,139.97,302-0116,8,Moriya Service Area Up Lane,20311-204727
Starbucks,Moriya,JP,35.94,139.97,302-0117,8,Moriya Service Area,32405-240591
Starbucks,Moriya,JP,35.94,140,302-0128,8,SEIYU Rakuichi Moriya,30472-84906
Starbucks,Moron,AR,-34.63,-58.65,B1712HIS,B,Plaza Oeste,8895-151508
Starbucks,Morris,US,41.37,-88.42,60450,IL,Jewel Osco - Morris #3741,50196-270010
Starbucks,Morris Plains,US,40.84,-74.46,79502921,NJ,Stop & Shop-Morris Plains # 893,79414-101834
Starbucks,Morristown,US,36.2,-83.35,37814,TN,Ingles Morristown # 85,19309-200485
Starbucks,Morristown,US,40.79,-74.46,7960,NJ,Morristown Medical Ctr - Main Locat,23132-226725
Starbucks,Morristown,US,40.8,-74.48,7960,NJ,"Morristown, Park Place",15236-155385
Starbucks,Morrisville,US,35.84,-78.86,27560,NC,Harris Teeter @ Morrisville # 104,24358-235924
Starbucks,Morrisville,US,35.81,-78.82,27560,NC,Park West Village,47228-255067
Starbucks,Morrisville,US,35.87,-78.79,27560,NC,RDU - T2 Temp,50154-272526
Starbucks,Morrisville,US,35.87,-78.8,27560,NC,RDU T1 Baggage Claim,21591-212353
Starbucks,Morrisville,US,35.87,-78.8,27560,NC,RDU T1 Post-Security,21592-212352
Starbucks,Morrisville,US,35.81,-78.82,27560,NC,Target Morrisville T-2721,16134-157964
Starbucks,Morrisville,US,35.82,-78.85,275608818,NC,Grace Park,9657-97677
Starbucks,Morro Bay,US,35.37,-120.84,934421940,CA,Albertsons - Morro Bay #6345,73626-79655
Starbucks,Morton,US,40.62,-89.47,615501545,IL,"Kroger-Morton, IL #647",22898-138022
Starbucks,Morton Grove,US,42.04,-87.8,600532607,IL,Dempster & Waukegan - Morton Grove,2237-952
Starbucks,Moscow,RU,55.79,37.53,"",MOW,Avia Park,24635-214349
Starbucks,Moscow,RU,55.79,37.53,"",MOW,Avia Park 2 level,24707-220604
Starbucks,Moscow,RU,55.61,37.61,"",MOW,Columbus,23423-230244
Starbucks,Moscow,RU,55.74,37.57,"",MOW,Evropeisky,47648-259345
Starbucks,Moscow,RU,55.74,37.41,"",MOW,Kuntsevo Plaza,23968-227992
Starbucks,Moscow,RU,55.8,37.52,"",MOW,Loft Studio 8,28057-208684
Starbucks,Moscow,RU,55.75,37.54,"",MOW,Mall of Russia - 1st level,13043-154706
Starbucks,Moscow,RU,55.81,37.39,"",MOW,Orbita,24418-237891
Starbucks,Moscow,RU,55.73,37.64,"",MOW,Vivaldi,23865-233557
Starbucks,Moscow,RU,55.66,37.48,0,MOW,Avenue,48327-262865
Starbucks,Moscow,RU,55.84,37.54,0,MOW,Baikal kiosk,49239-267730
Starbucks,Moscow,RU,55.69,37.53,0,MOW,Karo Film Capitoly Vernadskogo,48707-264729
Starbucks,Moscow,RU,55.71,37.64,0,MOW,Riviera Moscow,48846-265484
Starbucks,Moscow,RU,55.76,37.63,101000,MOW,Myasnitskaya 9/11,23122-227991
Starbucks,Moscow,RU,55.76,37.66,105064,MOW,Atrium SM,6161-149846
Starbucks,Moscow,RU,55.76,37.66,105064,MOW,CityDel,15810-164487
Starbucks,Moscow,RU,55.76,37.66,105064,MOW,Zemlyanoy val 7,3123-143426
Starbucks,Moscow,RU,55.76,37.63,107031,MOW,"Kuznetsky Most, 21",14990-156809
Starbucks,Moscow,RU,55.79,37.71,107061,MOW,BC Preobrazhensky - Ground floor,12478-154704
Starbucks,Moscow,RU,55.79,37.68,107113,MOW,Sokolniki Mall 1st floor,5083-148245
Starbucks,Moscow,RU,55.78,37.67,107140,MOW,Auchan Troyka SM Ground Floor,1562-152965
Starbucks,Moscow,RU,55.76,37.62,109012,MOW,Hotel Moscow,3009-139001
Starbucks,Moscow,RU,55.75,37.65,109028,MOW,Silver City,15331-160185
Starbucks,Moscow,RU,55.73,37.67,109147,MOW,Gallery Kristall,16331-170330
Starbucks,Moscow,RU,55.81,37.46,113182,MOW,Schuka SM Ground Floor,6118-149465
Starbucks,Moscow,RU,55.75,37.63,115035,MOW,Balchug,3734-145486
Starbucks,Moscow,RU,55.73,37.64,115054,MOW,Paveletskaya,6185-149947
Starbucks,Moscow,RU,55.73,37.63,115054,MOW,Plekhanov Academy,5195-148247
Starbucks,Moscow,RU,55.73,37.64,115054,MOW,Riverside Towers,20327-204866
Starbucks,Moscow,RU,55.71,37.62,115191,MOW,Tulskaya,1377-141210
Starbucks,Moscow,RU,55.66,37.63,115230,MOW,Goodzone,22292-219064
Starbucks,Moscow,RU,55.7,37.62,117105,MOW,Danilovskaya Manufactura,7145-148025
Starbucks,Moscow,RU,55.69,37.6,117152,MOW,Sevastopolski Capitoly,14899-156205
Starbucks,Moscow,RU,55.64,37.53,117437,MOW,Capitoliy Belyaevo,14986-156807
Starbucks,Moscow,RU,55.75,37.6,119019,MOW,Arbat 19,32137-119865
Starbucks,Moscow,RU,55.74,37.58,119019,MOW,Ruslan,20745-208144
Starbucks,Moscow,RU,55.73,37.59,119034,MOW,Kaleidoskop SC,17493-181713
Starbucks,Moscow,RU,55.73,37.59,119034,MOW,Krasnaya Roza,18904-138404
Starbucks,Moscow,RU,55.73,37.58,119146,MOW,MDM Palace,2030-144745
Starbucks,Moscow,RU,55.68,37.47,119192,MOW,Festival Mall - Moscow,2087-143425
Starbucks,Moscow,RU,55.69,37.53,119334,MOW,Auchan Capitoly,8898-151664
Starbucks,Moscow,RU,55.66,37.48,119602,MOW,Zvezdochka 2 SC,3012-137658
Starbucks,Moscow,RU,55.77,37.6,119619,MOW,Tverskaya,3897-153684
Starbucks,Moscow,RU,55.74,37.5,121087,MOW,Gorbushkin Dvor,16558-172946
Starbucks,Moscow,RU,55.74,37.56,121151,MOW,2 Bryansky pereulok,8062-151085
Starbucks,Moscow,RU,55.77,37.38,121500,MOW,Europark SC Ground Floor,9188-152545
Starbucks,Moscow,RU,55.77,37.42,121614,MOW,Krylatsky hills BC,16776-175645
Starbucks,Moscow,RU,55.78,37.6,123056,MOW,Druzhba SC Ground Floor,6084-138405
Starbucks,Moscow,RU,55.8,37.48,123060,MOW,5th Avenue Mall Ground Floor,6003-126885
Starbucks,Moscow,RU,55.76,37.62,123317,MOW,Moscow City,32451-119274
Starbucks,Moscow,RU,55.75,37.54,123317,MOW,Moscow City Gorod Stolits,11000-152670
Starbucks,Moscow,RU,55.75,37.54,123317,MOW,SEC Mall of Russia,3011-138431
Starbucks,Moscow,RU,55.82,37.39,123592,MOW,Vegas Crocus - Level 1,23248-221470
Starbucks,Moscow,RU,55.82,37.39,123592,MOW,Vegas Crocus - Level 2,22857-221471
Starbucks,Moscow,RU,55.76,37.61,125009,MOW,Kamergersky,3117-142087
Starbucks,Moscow,RU,55.79,37.58,125040,MOW,Head Office,6163-149845
Starbucks,Moscow,RU,55.77,37.59,125047,MOW,Ducat Place 3,32795-127984
Starbucks,Moscow,RU,55.77,37.59,125047,MOW,Four Winds,3120-139006
Starbucks,Moscow,RU,55.78,37.59,125047,MOW,White Square Office Center,3114-119277
Starbucks,Moscow,RU,55.8,37.54,125167,MOW,Sky-Light,18987-175646
Starbucks,Moscow,RU,55.82,37.5,125171,MOW,Metropolis 1,3063-231566
Starbucks,Moscow,RU,55.82,37.5,125171,MOW,Metropolis 2,3627-115109
Starbucks,Moscow,RU,55.82,37.5,125171,MOW,Metropolis Office Plaza,3626-134985
Starbucks,Moscow,RU,55.84,37.48,125212,MOW,Olympia Park,17704-182109
Starbucks,Moscow,RU,55.84,37.49,125212,MOW,Vodniy,22136-213284
Starbucks,Moscow,RU,55.88,37.45,125445,MOW,Capitoly Pravoberezhny,16623-173784
Starbucks,Moscow,RU,55.77,37.6,127006,MOW,"Dolgorukovskaya, 7",9068-152044
Starbucks,Moscow,RU,55.8,37.6,127018,MOW,Dvintsev BC,18174-188165
Starbucks,Moscow,RU,55.77,38.62,127051,MOW,MosEnka,22939-226186
Starbucks,Moscow,RU,55.91,37.59,127253,MOW,Vesna,21455-211864
Starbucks,Moscow,RU,55.8,37.62,129594,MOW,Capitoly Marian roscha,15332-160186
Starbucks,Moscow,RU,55.6,37.49,142704,MOW,Mega Mall Teply Stan,2194-119276
Starbucks,Moscow,RU,55.59,37.72,142715,MOW,Kashirsky Mall (Vegas),3116-119278
Starbucks,Moscow,RU,55.88,37.33,143442,MOW,Otrada,18348-183264
Starbucks,Moscow,US,46.73,-117.03,83843,ID,Palouse Mall - Moscow,3357-166484
Starbucks,Moscow,US,46.72,-116.98,838433971,ID,Safeway - Moscow #383,79663-115245
Starbucks,Moscow,US,46.73,-117.01,838449802,ID,The University of Idaho - VandalSto,3760-126584
Starbucks,"Moscow Region, Khimki",RU,55.96,37.42,114400,MOW,Sheremetievo 2,21742-215024
Starbucks,Moses Lake,US,47.14,-119.28,988371574,WA,Penn Plaza- Moses Lake,9852-98064
Starbucks,Moses Lake,US,47.13,-119.27,988374801,WA,Safeway-Moses Lake #3252,74463-94722
Starbucks,Moses Lake,US,47.1,-119.25,988379749,WA,Moses Lake,3383-4593
Starbucks,Motosu,JP,35.45,136.67,501-0497,21,MALera Gifu,31043-105207
Starbucks,Mougins,FR,43.59,7,6250,U,Mougins - Shell Aire de Breguiere,26023-243257
Starbucks,Mouka,JP,36.44,139.99,321-4337,9,Moka,48129-261607
Starbucks,Moultrie,US,31.19,-83.76,31788,GA,E Bypass and Doc Darbyshire,47384-257987
Starbucks,Mount Airy,US,39.37,-77.16,217715201,MD,Safeway-Mt. Airy #1815,74249-67201
Starbucks,Mount Airy,US,39.36,-77.16,217715216,MD,Mount Airy Shopping Center,11965-105196
Starbucks,Mount Dora,US,28.82,-81.64,32757,FL,US 441 & Donnelly,20007-192495
Starbucks,Mount Dora,US,28.82,-81.66,327576748,FL,Target Dora T-2062,76488-97105
Starbucks,Mount Juliet,US,36.17,-86.51,371226359,TN,Target Mount Juliet T-2126,76574-100203
Starbucks,Mount Kisco,US,41.21,-73.73,105492219,NY,Mt. Kisco,814-2012
Starbucks,Mount Laurel,US,39.98,-74.89,8054,NJ,NJ James Cooper Travel Plaza,17219-176967
Starbucks,Mount Laurel,US,39.93,-74.96,8054,NJ,Route 73 & Fellowship Road,17100-94557
Starbucks,Mount Laurel,US,39.97,-74.91,80546102,NJ,Mount Laurel Centerton Square,9438-95597
Starbucks,Mount Laurel,US,39.97,-74.91,80546102,NJ,Target Mount Laurel T-1917,76283-92341
Starbucks,Mount Pleasant,US,32.83,-79.83,294643333,SC,US 17 & James Nelson,8995-93747
Starbucks,Mount Pleasant,US,32.8,-79.89,294643447,SC,Houston Northcutt,8381-17114
Starbucks,Mount Pleasant,US,32.79,-79.87,294644053,SC,Coleman & Vincent,8405-36145
Starbucks,Mount Pleasant,US,32.84,-79.86,294648286,SC,Belle Hall,8408-18703
Starbucks,Mount Pleasant,US,32.86,-79.79,29466,SC,Market at Oakland,23357-213927
Starbucks,Mount Pleasant,US,43.59,-84.78,488583854,MI,Central Michigan University,16526-147369
Starbucks,Mount Pleasant,US,43.61,-84.74,488585034,MI,US-127 & Pickard - Mount Pleasant,11728-104638
Starbucks,Mount Pleasant,US,43.58,-84.77,488587997,MI,Target Mount Pleasant T-924,76517-99394
Starbucks,Mount Pocono,US,41.1,-75.33,183449703,PA,Mount Airy Casino Resort,17013-171584
Starbucks,Mount Prospect,US,42.06,-87.94,60056,IL,Northwest Hwy & Elmhurst Rd,2221-210164
Starbucks,Mount Prospect,US,42.08,-87.94,600561137,IL,W Rand & Rt 83 - Mt. Prospect,2470-22141
Starbucks,Mount Vernon,US,40.9,-73.82,105504747,NY,Target Mt Vernon T-1887,76285-90998
Starbucks,Mount Vernon,US,48.44,-122.34,982735431,WA,Safeway-Mt Vernon #1472,74677-51839
Starbucks,Mountain Brook,US,33.48,-86.77,352232304,AL,Cahaba & Hollywood,8418-41260
Starbucks,Mountain Home,US,36.35,-92.37,72653,AR,Harp's Marketplace #91,28934-248986
Starbucks,Mountain View,US,37.38,-122.07,94040,CA,El Camino & Grant,20234-204344
Starbucks,Mountain View,US,37.38,-122.09,94040,CA,Safeway - Mountain View #705,74947-101866
Starbucks,Mountain View,US,37.4,-122.11,94040,CA,Safeway-Mountain View #2948,19004-178425
Starbucks,Mountain View,US,37.4,-122.11,94040,CA,San Antonio & El Camino,18889-160744
Starbucks,Mountain View,US,37.39,-122.09,940402320,CA,El Camino & El Monte,618-342
Starbucks,Mountain View,US,37.37,-122.09,940403666,CA,Miramonte & Cuesta - Mtn. View,5847-23949
Starbucks,Mountain View,US,37.37,-122.09,940403763,CA,Safeway-Mountain View #1108,74179-24449
Starbucks,Mountain View,US,37.39,-122.08,940412015,CA,Castro & High School,5663-1864
Starbucks,Mountain View,US,37.42,-122.08,940431360,CA,Shoreline & Pear,10663-99694
Starbucks,Mountain View,US,37.42,-122.1,940431622,CA,Charleston & Independence,10312-100471
Starbucks,Mountain View,US,37.41,-122.09,940432894,CA,Rengstorff & Middlefield,7933-95734
Starbucks,Mountlake Terrace,US,47.81,-122.29,980433585,WA,Albertsons - Mt Lake Terrace #414,73148-114845
Starbucks,Mountlake Terrace,US,47.79,-122.29,980435032,WA,Cedar Plaza- Mountlake Terrace,11742-103412
Starbucks,Mountlake Terrace,US,47.79,-122.29,980435032,WA,QFC - Mt. Lake Terrace #857,72574-102112
Starbucks,Mt Druitt,AU,-33.77,150.82,2770,NSW,Mount Druitt,25291-240407
Starbucks,Mt Juliet,US,36.23,-86.52,37122,TN,Mt Juliet - Lebanon Rd,24573-237624
Starbucks,Mt Juliet,US,36.16,-86.51,37122,TN,Mt Juliet Providence Commons,21373-211486
Starbucks,Mt Kisco,US,41.22,-73.72,105491149,NY,Target Mt Kisco T-1954,76318-95721
Starbucks,Mt Orab,US,39.04,-83.92,451548350,OH,"Kroger-Mt. Orab, OH #920",8894-150408
Starbucks,Mt Pleasant,US,32.9,-79.82,294666200,SC,Harris Teeter-Mt Pleasant #131,9124-147765
Starbucks,Mt Pleasant,US,32.84,-79.82,294667804,SC,Harris Teeter-Mt Pleasant #385,9098-147767
Starbucks,Mt Vernon,US,40.4,-82.46,430501975,OH,Kroger-Mt Vernon #820,72827-87635
Starbucks,Mt Vernon,US,48.44,-122.34,982735431,WA,College Way & Riverside Dr,367-98550
Starbucks,Mt Vernon,US,48.42,-122.31,982744748,WA,Mt.Vernon/Haggens,3299-11377
Starbucks,MT. VERNON,US,38.31,-88.94,62864,IL,Kroger Mt. Vernon 711 - Venue,48900-254804
Starbucks,Muang,TH,13.62,100.62,10270,11,Lotus Srinakarin-Samut Prakarn,1959-143984
Starbucks,Muang,TH,13.87,100.5,11000,12,HomeWorks Rattanathibeth,31107-104476
Starbucks,Muang,TH,13.34,100.97,20000,20,Central Chonburi,1526-135685
Starbucks,Muang,TH,16.43,102.83,40000,40,Central Khonkaen,6144-149766
Starbucks,Muang,TH,16.43,102.83,40000,40,Tuk Com KhonKaen,31579-113088
Starbucks,Muang,TH,17.41,102.79,41000,41,Tuk Com Udon,18711-194484
Starbucks,Muang,TH,17.4,102.8,41000,41,UD Town,19175-188465
Starbucks,Muang,TH,18.77,98.98,50000,50,Chiangmai2,33734-83811
Starbucks,Muang,TH,18.78,99,50200,50,Chiangmai,33723-58139
Starbucks,Muang,TH,18.8,98.97,50200,50,Chiangmai Nimmanhemin,30791-102083
Starbucks,Muang,TH,18.79,98.99,50300,50,Chiangmai Tha Pae,30887-102551
Starbucks,Muang,TH,18.28,99.49,52100,52,Central Lampang,18432-188444
Starbucks,Muang,TH,13.57,100.29,74000,74,Porto Chino,16833-171974
Starbucks,Muang,TH,7.89,98.37,83000,83,Central Phuket,33750-96038
Starbucks,Muang,TH,7.83,98.3,83100,83,Kata Center-Karon-phuket,32293-135684
Starbucks,Muang,TH,9.11,99.3,84000,84,Central Suratthani,18124-181872
Starbucks,Muang Chiangmai,TH,18.8,98.98,50200,50,Kad Suan Kaew,31710-116109
Starbucks,Muang Chiangrai,TH,19.89,99.83,57000,57,Central Chiangrai,15289-156384
Starbucks,Muang Krabi,TH,8.03,98.82,81000,81,Ao Nang Cliff Beach-Krabi,32103-131326
Starbucks,Muang Nakhonratchasima,TH,14.98,102.08,30000,30,The Mall Khorat,32104-132064
Starbucks,Muang Phitsanulok,TH,16.84,100.23,65000,65,Central Phitsanulok,16181-165090
Starbucks,Muang Rayong,TH,12.68,101.25,21000,21,Laemthong Rayong,32183-131672
Starbucks,Muang Ubon Ratchathani,TH,15.24,104.82,34000,34,Central Ubonratchathani,19117-188448
Starbucks,Muang Udon Thani,TH,17.41,102.8,41000,41,Central Udon Thani,17012-169624
Starbucks,"Muang,",TH,17.87,102.74,43000,43,Big Jieng NongKhai,31819-120544
Starbucks,Muar,MY,2.05,102.6,84000,1,Muar Bakri,28251-250642
Starbucks,Mubarak Al Kabeer,KW,29.26,48.08,"",AH,Sabah Al Salem Drive Thru,26491-228049
Starbucks,Mubarak Al-Kabeer,KW,29.19,48.09,"",MU,Morouj Sahara,28172-249826
Starbucks,Mubrak Al Kabeer,KW,29.2,48.09,"",MU,Mubarak Al Kabeer co-op,47737-252452
Starbucks,MUELHEIM,DE,51.44,6.95,45472,NW,Rhein Ruhr Zentrum,40906-81900
Starbucks,MUENCHEN,DE,48.14,11.58,80331,BY,Platzl1,3666-144486
Starbucks,MUENCHEN,DE,48.14,11.58,80331,BY,Rosental 7,40943-98234
Starbucks,MUENCHEN,DE,48.14,11.57,80331,BY,Sendlingerstrasse 27,40939-91346
Starbucks,MUENCHEN,DE,48.14,11.57,80335,BY,EKZ Stachuspassagen,1199-135484
Starbucks,MUENCHEN,DE,48.14,11.56,80335,BY,Muenchen Hauptbahnhof Platform 11,40963-105719
Starbucks,MUENCHEN,DE,48.14,11.56,80335,BY,Schuetzenstrasse 8,40985-115888
Starbucks,MUENCHEN,DE,48.14,11.58,80539,BY,Odeonsplatz,40961-105795
Starbucks,MUENCHEN,DE,48.16,11.59,80802,BY,Leopoldstrasse 56,40936-96211
Starbucks,MUENCHEN,DE,48.1,11.65,81737,BY,PEP EKZ,30741-98235
Starbucks,MUENCHEN,DE,48.35,11.79,85356,BY,MUC - Munich Airport T2 Ankunft,41008-116000
Starbucks,Mugla,TR,37.47,27.84,0,48,Marmaris Marina,47029-256535
Starbucks,Mugla,TR,37.05,27.4,48400,48,Starbucks,17344-181064
Starbucks,Mugla,TR,37.05,27.35,48420,48,Bodrum Midtown,27822-248827
Starbucks,Mugla,TR,37.25,27.66,48670,48,BJV Airport Air Side,27327-247345
Starbucks,Mugla,TR,37.1,27.28,48990,48,Starbucks,23799-233064
Starbucks,Muharraq,BH,26.25,50.61,"",15,Lagoons Amwaj Island,1582-122086
Starbucks,Mukilteo,US,47.91,-122.29,982754752,WA,Harbour Pointe Retail Town Center,3411-81720
Starbucks,Mukilteo,US,47.89,-122.29,982755432,WA,QFC - Mukilteo #832,79303-100352
Starbucks,Mukilteo,US,47.88,-122.28,982755730,WA,Plaza 525- Mukilteo,11212-103414
Starbucks,Mukim Kilanas,BN,4.77,114.73,58662,TU,Jalan Tutong,25025-239325
Starbucks,Mukim Petaling,MY,3.08,101.45,47110,10,Tesco Bandar Bukit Puchong,29248-253094
Starbucks,MUKIM PLENTONG,MY,1.51,103.88,81750,1,Shell Bandar Seri Alam,24971-239310
Starbucks,Mulhouse,FR,47.75,7.34,68100,A,Rue du Sauvage,27750-248649
Starbucks,Mumbai,IN,19.06,72.85,400 051,MH,Bandra East - One BKC,26082-243524
Starbucks,Mumbai,IN,18.93,72.83,400001,MH,Fort,18225-189165
Starbucks,Mumbai,IN,18.92,72.83,400005,MH,Colaba,18224-189164
Starbucks,Mumbai,IN,18.96,72.81,400007,MH,Girgaon Chowpatty,22934-226265
Starbucks,Mumbai,IN,19.01,72.84,400013,MH,Elphinstone Road (West),18409-190784
Starbucks,Mumbai,IN,19,72.82,400013,MH,Lower Parel - High Street Phoenix,21967-216487
Starbucks,Mumbai,IN,19,72.83,400013,MH,Lower Parel - Marathon Futurex,26080-243526
Starbucks,Mumbai,IN,18.93,72.82,400021,MH,Nariman Point,22539-222210
Starbucks,Mumbai,IN,19.01,72.82,400030,MH,Prabhadevi,22456-221251
Starbucks,Mumbai,IN,19.1,72.83,400049,MH,Juhu,21105-209366
Starbucks,Mumbai,IN,19.11,72.83,400049,MH,Vile Parle West,25658-242046
Starbucks,Mumbai,IN,19.05,72.83,400050,MH,Bandra West - Chapel road,20778-207865
Starbucks,Mumbai,IN,19.07,72.83,400050,MH,Bandra West - Link corner,24199-236567
Starbucks,Mumbai,IN,19.07,72.87,400051,MH,Bandra East - FIFC,19530-197407
Starbucks,Mumbai,IN,19.06,72.86,400051,MH,Bandra East - The Capital,21709-214285
Starbucks,Mumbai,IN,19.13,72.82,400053,MH,Andheri West - Four Bunglows,24458-238127
Starbucks,Mumbai,IN,19.14,72.83,400053,MH,Andheri West - Infiniti Mall,22452-221250
Starbucks,Mumbai,IN,19.08,72.83,400054,MH,Santacruz West,21450-211905
Starbucks,Mumbai,IN,19.17,72.86,400063,MH,Goregaon East - Oberoi Mall,17857-186566
Starbucks,Mumbai,IN,19.16,72.85,400063,MH,Goregaon East- Nirlon KnowledgePark,22935-226264
Starbucks,Mumbai,IN,19.18,72.83,400064,MH,Malad West - Infiniti Mall,19524-202205
Starbucks,Mumbai,IN,19.17,72.84,400064,MH,Malad West - Inorbit Mall,26081-243527
Starbucks,Mumbai,IN,19.21,72.84,400067,MH,Kandivali West,21818-215805
Starbucks,Mumbai,IN,19.09,72.89,400070,MH,Kurla West,24456-238128
Starbucks,Mumbai,IN,19.12,72.91,400076,MH,Powai,18649-193713
Starbucks,Mumbai,IN,19.09,72.92,400079,MH,Vikhroli East,24734-238829
Starbucks,Mumbai,IN,19.1,72.92,400086,MH,Ghatkopar West,19034-197924
Starbucks,Mumbai,IN,19.09,72.86,400099,MH,Chhatrapati Shivaji DomesticAirport,19618-200365
Starbucks,Mumbai,IN,19.1,72.88,400099,MH,Chhatrapati Shivaji International A,23290-229028
Starbucks,Mumbai,IN,19.1,72.87,400099,MH,Chhatrapati Shivaji Intnl-T2Arrival,23292-229027
Starbucks,Mumbai,IN,19.2,72.97,400601,MH,Thane West - Korum Mall,20457-205766
Starbucks,Mumbai,IN,19.21,72.97,400606,MH,Thane West - Viviana Mall,21329-210768
Starbucks,Muncie,US,40.22,-85.39,473031763,IN,McGalliard & Reserve,9431-96718
Starbucks,Muncie,US,40.19,-85.42,473044447,IN,Tillotson & Godman,9434-96389
Starbucks,Muncie,US,40.2,-85.41,473061022,IN,Ball State University - L. A. Pitte,70301-133504
Starbucks,Muncy,US,41.24,-76.83,177568152,PA,Target Williamsport T-2437,76941-135785
Starbucks,Mundelein,US,42.28,-88.02,60060,IL,Jewel Osco - Mundelein #3061,50195-271149
Starbucks,Mundelein,US,42.26,-88.02,600604267,IL,Super Target Mundelein ST-1912,76250-91863
Starbucks,Mundelein,US,42.28,-88.04,600609164,IL,Mundelein-Route 60 & 83,10684-101908
Starbucks,Mungyeong-si,KR,36.76,128.08,745-801,47,Mungyeong Saejae,23031-227185
Starbucks,Munich,DE,48.14,11.56,"",BY,Arnulfstrasse 34,29158-252786
Starbucks,Munich,DE,48.17,11.45,81245,BY,Pippinger Flur A8 Munchen,26813-245686
Starbucks,Municipio de Huixquilucan,MX,19.4,-99.28,52772,MX,Paseo Interlomas II,25072-239888
Starbucks,Munster,US,41.55,-87.51,46321,IN,Calumet & Braden - Munster,25512-241215
